"מק""ט",שם המוצר,קטגוריה,מותג,צבע,כמות באריזה,כמות במשטח,מידות,שם באנגלית,קטגוריה באנגלית,אימוג'י,תמונה,תמונות נוספות,תמונת מפרט,תמונות מפרט
77004408,"אל חזור כלפה 3""",אביזרי נחושת,AQUATEC,,,,"מידה: 3"" | תיאור: אל חוזר כלפה","Flap Check Valve 3""",Brass Fittings,🔧,77004401.jpg,,,
77004410,"משחרר אוויר 1/2"" אוטומטי",מכשירי לחץ,AQUATEC,,,,"מאפיין: אוטומטי | מידה: 1/2"" | תיאור: משחרר אוויר 1/2 אוטומטי","Automatic Air Vent 1/2""",Pressure Devices,📊,77004410.jpg,,,
77004416,"אלחוזר אלכסוני 1"" עם מסנן",אביזרי נחושת,AQUATEC,,,,"מאפיין: עם מסנן | מידה: 1"" | תיאור: אלחוזר אלכסוני ""1 עם מסנן","Angle Check Valve 1"" with Strainer",Brass Fittings,🔧,77004416.jpg,,,
77006010,"חבק תליה 1/2"" עם בידוד",חבקי תליה,AQUATEC,,,,"מאפיין: עם בידוד | מידה: 1/2"" | תיאור: חבק תליה עם בידוד","Hanging Clamp 1/2"" Insulated",Hanging Clamps,🔩,77006030.jpg,,,
77006016,"חבק תליה 2½"" עם בידוד",חבקי תליה,AQUATEC,,,,"מאפיין: עם בידוד | מידה: 2 1/2"" | תיאור: חבק תליה עם בידוד","Hanging Clamp 2½"" Insulated",Hanging Clamps,🔩,77006036.jpg,,,
77006017,"חבק תליה 3"" עם בידוד",חבקי תליה,AQUATEC,,,,"מאפיין: עם בידוד | מידה: 3"" | תיאור: חבק תליה עם בידוד","Hanging Clamp 3"" Insulated",Hanging Clamps,🔩,77006036.jpg,,,
77006019,"חבק תליה 6"" עם בידוד",חבקי תליה,AQUATEC,,,,"מאפיין: עם בידוד | מידה: 6"" | תיאור: חבק תליה עם בידוד","Hanging Clamp 6"" Insulated",Hanging Clamps,🔩,77006036.jpg,,,
77006020,"חבק תליה 8"" עם בידוד",חבקי תליה,AQUATEC,,,,"מאפיין: עם בידוד | מידה: 8"" | תיאור: חבק תליה עם בידוד","Hanging Clamp 8"" Insulated",Hanging Clamps,🔩,77006036.jpg,,,
77006030,"חבק תליה 1/2"" בלי בידוד",חבקי תליה,AQUATEC,,,,"מידה: 1/2"" | תיאור: חבק תליה בלי בידוד","Hanging Clamp 1/2"" No Insulation",Hanging Clamps,🔩,77006030.jpg,,,
77006031,"חבק תליה 3/4"" בלי בידוד",חבקי תליה,AQUATEC,,,,"מידה: 3/4"" | תיאור: חבק תליה בלי בידוד","Hanging Clamp 3/4"" No Insulation",Hanging Clamps,🔩,77006030.jpg,,,
77006032,"חבק תליה 1"" בלי בידוד",חבקי תליה,AQUATEC,,,,"מידה: 1"" | תיאור: חבק תליה בלי בידוד","Hanging Clamp 1"" No Insulation",Hanging Clamps,🔩,77006030.jpg,,,
77006033,"חבק תליה 1¼"" בלי בידוד",חבקי תליה,AQUATEC,,,,"מידה: 1 1/4"" | תיאור: חבק תליה בלי בידוד","Hanging Clamp 1¼"" No Insulation",Hanging Clamps,🔩,77006030.jpg,,,
77006034,"חבק תליה 1½"" בלי בידוד",חבקי תליה,AQUATEC,,,,"מידה: 1 1/2"" | תיאור: חבק תליה בלי בידוד","Hanging Clamp 1½"" No Insulation",Hanging Clamps,🔩,77006030.jpg,,,
77006035,"חבק תליה 2"" בלי בידוד",חבקי תליה,AQUATEC,,,,"מידה: 2"" | תיאור: חבק תליה בלי בידוד","Hanging Clamp 2"" No Insulation",Hanging Clamps,🔩,77006030.jpg,,,
77006036,"חבק תליה 2½"" בלי בידוד",חבקי תליה,AQUATEC,,,,"מידה: 2 1/2"" | תיאור: חבק תליה בלי בידוד","Hanging Clamp 2½"" No Insulation",Hanging Clamps,🔩,77006036.jpg,,,
77006037,"חבק תליה 3"" בלי בידוד",חבקי תליה,AQUATEC,,,,"מידה: 3"" | תיאור: חבק תליה בלי בידוד","Hanging Clamp 3"" No Insulation",Hanging Clamps,🔩,77006036.jpg,,,
77006038,"חבק תליה 4"" בלי בידוד",חבקי תליה,AQUATEC,,,,"מידה: 4"" | תיאור: חבק תליה בלי בידוד","Hanging Clamp 4"" No Insulation",Hanging Clamps,🔩,77006036.jpg,,,
77006039,"חבק תליה 6"" בלי בידוד",חבקי תליה,AQUATEC,,,,"מידה: 6"" | תיאור: חבק תליה בלי בידוד","Hanging Clamp 6"" No Insulation",Hanging Clamps,🔩,77006036.jpg,,,
77006040,"חבק תליה 8"" בלי בידוד",חבקי תליה,AQUATEC,,,,"מידה: 8"" | תיאור: חבק תליה בלי בידוד","Hanging Clamp 8"" No Insulation",Hanging Clamps,🔩,77006036.jpg,,,
77006041,"חבק תליה 10"" בלי בידוד",חבקי תליה,AQUATEC,,,,"מידה: 10"" | תיאור: חבק תליה בלי בידוד","Hanging Clamp 10"" No Insulation",Hanging Clamps,🔩,77006036.jpg,,,
77006080,"אומגה 1/2""",חבקי צינור,AQUATEC,,,,"מידה: 1/2"" | תיאור: אומגה","Omega Clamp 1/2""",Pipe Clamps,🔩,77006080.jpg,,,
77006081,"אומגה 3/4""",חבקי צינור,AQUATEC,,,,"מידה: 3/4"" | תיאור: אומגה","Omega Clamp 3/4""",Pipe Clamps,🔩,77006080.jpg,,,
77006082,"אומגה 1""",חבקי צינור,AQUATEC,,,,"מידה: 1"" | תיאור: אומגה","Omega Clamp 1""",Pipe Clamps,🔩,77006080.jpg,,,
77006085,"אומגה 2""",חבקי צינור,AQUATEC,,,,"מידה: 2"" | תיאור: אומגה","Omega Clamp 2""",Pipe Clamps,🔩,77006080.jpg,,,
77006086,"אומגה 2½""",חבקי צינור,AQUATEC,,,,"מידה: 2 1/2"" | תיאור: אומגה","Omega Clamp 2½""",Pipe Clamps,🔩,77006080.jpg,,,
77006087,"אומגה 3""",חבקי צינור,AQUATEC,,,,"מידה: 3"" | תיאור: אומגה","Omega Clamp 3""",Pipe Clamps,🔩,77006080.jpg,,,
77006088,"אומגה 4""",חבקי צינור,AQUATEC,,,,"מידה: 4"" | תיאור: אומגה","Omega Clamp 4""",Pipe Clamps,🔩,77006080.jpg,,,
77006089,"אומגה 5""",חבקי צינור,AQUATEC,,,,"מידה: 5"" | תיאור: אומגה","Omega Clamp 5""",Pipe Clamps,🔩,77006080.jpg,,,
77006090,"אומגה 6""",חבקי צינור,AQUATEC,,,,"מידה: 6"" | תיאור: אומגה","Omega Clamp 6""",Pipe Clamps,🔩,77006080.jpg,,,
77006091,"אומגה 8""",חבקי צינור,AQUATEC,,,,"מידה: 8"" | תיאור: אומגה","Omega Clamp 8""",Pipe Clamps,🔩,77006080.jpg,,,
77006092,"אומגה 10""",חבקי צינור,AQUATEC,,,,"מידה: 10"" | תיאור: אומגה","Omega Clamp 10""",Pipe Clamps,🔩,77006080.jpg,,,
77006093,"אומגה 12""",חבקי צינור,AQUATEC,,,,"מידה: 12"" | תיאור: אומגה","Omega Clamp 12""",Pipe Clamps,🔩,77006080.jpg,,,
77006121,"חבק תליה 10"" עם בידוד",חבקי תליה,AQUATEC,,,,"מאפיין: עם בידוד | מידה: 10"" | תיאור: חבק תליה עם בידוד","Hanging Clamp 10"" Insulated",Hanging Clamps,🔩,77006036.jpg,,,
77110154,דיור ראש מתיזן לבן,מערכות שטיפה,AQUATEC,,,,תיאור: דיור ראש מתיזן לבן,Spray Head White,Bidet Sprayer Systems,🚿,77110154.jpg,,,
77110155,דיור מערכת שטיפה דולפין פלוס לבן,מערכות שטיפה,AQUATEC,,,,תיאור: דיור מערכת שטיפה דולפין פלוס לבן,Dolphin Plus Bidet System White,Bidet Sprayer Systems,🚿,77110155.jpg,,,
77110164,דיור ראש מתיזן ניקל,מערכות שטיפה,AQUATEC,,,,תיאור: דיור ראש מתיזן ניקל,Spray Head Nickel,Bidet Sprayer Systems,🚿,77110164.jpg,,,
77110166,דיור מערכת שטיפה דולפין פלוס ניקל,מערכות שטיפה,AQUATEC,,,,תיאור: דיור מערכת שטיפה דולפין פלוס ניקל,Dolphin Plus Bidet System Nickel,Bidet Sprayer Systems,🚿,77110166.jpg,,,
77110174,דיור ראש מתיזן שחור,מערכות שטיפה,AQUATEC,,,,תיאור: דיור ראש מתיזן שחור,Spray Head Black,Bidet Sprayer Systems,🚿,77110174.jpg,,,
77110177,דיור מערכת שטיפה דולפין פלוס שחור,מערכות שטיפה,AQUATEC,,,,תיאור: דיור מערכת שטיפה דולפין פלוס שחור,Dolphin Plus Bidet System Black,Bidet Sprayer Systems,🚿,77110177.jpg,,,
77121240,"צינור מתכת משוריין 1/2×1/2 40 ס""מ",צינורות גמישים,AQUATEC,,,,L (cm): 40 | thread: 1/2×1/2,Armored Metal Pipe 1/2×1/2 40cm,Flexible Pipes,🪛,77121240.jpg,,,
77121250,"צינור מתכת משוריין 1/2×1/2 50 ס""מ",צינורות גמישים,AQUATEC,,,,L (cm): 50 | thread: 1/2×1/2,Armored Metal Pipe 1/2×1/2 50cm,Flexible Pipes,🪛,77121240.jpg,,,
77121260,"צינור מתכת משוריין 1/2×1/2 60 ס""מ",צינורות גמישים,AQUATEC,,,,L (cm): 60 | thread: 1/2×1/2,Armored Metal Pipe 1/2×1/2 60cm,Flexible Pipes,🪛,77121240.jpg,,,
77381040,"זוג צינור לברז פרח 40 ס""מ",צינורות גמישים,AQUATEC,,,,L (cm): 40,Pair of Flexible Faucet Pipes 40cm,Flexible Pipes,🪛,77381040.jpg,,,
77381050,"זוג צינור לברז פרח 50 ס""מ",צינורות גמישים,AQUATEC,,,,L (cm): 50,Pair of Flexible Faucet Pipes 50cm,Flexible Pipes,🪛,77381040.jpg,,,
77381060,"זוג צינור לברז פרח 60 ס""מ",צינורות גמישים,AQUATEC,,,,L (cm): 60,Pair of Flexible Faucet Pipes 60cm,Flexible Pipes,🪛,77381040.jpg,,,
77383815,"מאריך לברז ניל 3/8×3/8 15 ס""מ",צינורות גמישים,AQUATEC,,,,L (cm): 15 | thread: 3/8×3/8,Neil Faucet Extension 3/8×3/8 15cm,Flexible Pipes,🪛,77383815.jpg,,,
77383820,"מאריך לברז ניל 3/8×3/8 20 ס""מ",צינורות גמישים,AQUATEC,,,,L (cm): 20 | thread: 3/8×3/8,Neil Faucet Extension 3/8×3/8 20cm,Flexible Pipes,🪛,77383815.jpg,,,
77383825,"מאריך לברז ניל 3/8×3/8 25 ס""מ",צינורות גמישים,AQUATEC,,,,L (cm): 25 | thread: 3/8×3/8,Neil Faucet Extension 3/8×3/8 25cm,Flexible Pipes,🪛,77383815.jpg,,,
77383830,"מאריך לברז ניל 3/8×3/8 30 ס""מ",צינורות גמישים,AQUATEC,,,,L (cm): 30 | thread: 3/8×3/8,Neil Faucet Extension 3/8×3/8 30cm,Flexible Pipes,🪛,77383815.jpg,,,
77383840,"מאריך לברז ניל 3/8×3/8 40 ס""מ",צינורות גמישים,AQUATEC,,,,L (cm): 40 | thread: 3/8×3/8,Neil Faucet Extension 3/8×3/8 40cm,Flexible Pipes,🪛,77383815.jpg,,,
77400035,"מקשר הברגה חיצונית NTM 25×1""",מחברי NTM,AQUATEC,,,,"מידה: 25*1"" | תיאור: מקשר הברגה חיצונית","NTM Male Coupler 25×1""",NTM Fittings,🔧,77400222.jpg,,,
77400222,"מקשר הברגה חיצונית NTM 16×1/2""",מחברי NTM,AQUATEC,,,,"מידה: 16*1/2"" | תיאור: מקשר הברגה חיצונית","NTM Male Coupler 16×½""",NTM Fittings,🔧,77400222.jpg,,,
77400228,"מקשר הברגה חיצונית NTM 20×1/2""",מחברי NTM,AQUATEC,,,,"מידה: 20*1/2"" | תיאור: מקשר הברגה חיצונית","NTM Male Coupler 20×½""",NTM Fittings,🔧,77400222.jpg,,,
77400422,"מקשר הברגה חיצונית NTM 16×3/4""",מחברי NTM,AQUATEC,,,,"מידה: 16*3/4"" | תיאור: מקשר הברגה חיצונית","NTM Male Coupler 16×¾""",NTM Fittings,🔧,77400222.jpg,,,
77400428,"מקשר הברגה חיצונית NTM 20×3/4""",מחברי NTM,AQUATEC,,,,"מידה: 20*3/4"" | תיאור: מקשר הברגה חיצונית","NTM Male Coupler 20×¾""",NTM Fittings,🔧,77400222.jpg,,,
77400435,"מקשר הברגה חיצונית NTM 25×3/4""",מחברי NTM,AQUATEC,,,,"מידה: 25*3/4"" | תיאור: מקשר הברגה חיצונית","NTM Male Coupler 25×¾""",NTM Fittings,🔧,77400222.jpg,,,
77401028,מקשר כפול NTM 20×20,מחברי NTM,AQUATEC,,,,תצורה: כפול | מידה: 20*20 | תיאור: מקשר כפול,NTM Double Coupler 20×20,NTM Fittings,🔧,77401622.jpg,,,
77401535,מקשר כפול NTM 25×25,מחברי NTM,AQUATEC,,,,תצורה: כפול | מידה: 25*25 | תיאור: מקשר כפול,NTM Double Coupler 25×25,NTM Fittings,🔧,77401622.jpg,,,
77401621,מקשר מצמצם NTM 20×16,מחברי NTM,AQUATEC,,,,מידה: 20*16 | תיאור: מקשר כפול,NTM Reducing Coupler 20×16,NTM Fittings,🔧,77401622.jpg,,,
77401622,מקשר כפול NTM 16×16,מחברי NTM,AQUATEC,,,,תצורה: כפול | מידה: 16*16 | תיאור: מקשר כפול,NTM Double Coupler 16×16,NTM Fittings,🔧,77401622.jpg,,,
77402035,"מקשר הברגה פנימית NTM 25×1""",מחברי NTM,AQUATEC,,,,"מידה: 25*1"" | תיאור: מקשר הברגה פנימית","NTM Female Coupler 25×1""",NTM Fittings,🔧,77402222.jpg,,,
77402222,"מקשר הברגה פנימית NTM 16×1/2""",מחברי NTM,AQUATEC,,,,"מידה: 16*1/2"" | תיאור: מקשר הברגה פנימית","NTM Female Coupler 16×½""",NTM Fittings,🔧,77402222.jpg,,,
77402228,"מקשר הברגה פנימית NTM 20×1/2""",מחברי NTM,AQUATEC,,,,"מידה: 20*1/2"" | תיאור: מקשר הברגה פנימית","NTM Female Coupler 20×½""",NTM Fittings,🔧,77402222.jpg,,,
77402422,"מקשר הברגה פנימית NTM 16×3/4""",מחברי NTM,AQUATEC,,,,"מידה: 16*3/4"" | תיאור: מקשר הברגה פנימית","NTM Female Coupler 16×¾""",NTM Fittings,🔧,77402222.jpg,,,
77402428,"מקשר הברגה פנימית NTM 20×3/4""",מחברי NTM,AQUATEC,,,,"מידה: 20*3/4"" | תיאור: מקשר הברגה פנימית","NTM Female Coupler 20×¾""",NTM Fittings,🔧,77402222.jpg,,,
77402435,"מקשר הברגה פנימית NTM 25×3/4""",מחברי NTM,AQUATEC,,,,"מידה: 25*3/4"" | תיאור: מקשר הברגה פנימית","NTM Female Coupler 25×¾""",NTM Fittings,🔧,77402222.jpg,,,
77403028,זווית כפולה NTM 20×20,מחברי NTM,AQUATEC,,,,תצורה: כפול | מידה: 20*20 | תיאור: זווית כפולה,NTM Double Elbow 20×20,NTM Fittings,🔧,77403622.jpg,,,
77403622,זווית כפולה NTM 16×16,מחברי NTM,AQUATEC,,,,תצורה: כפול | מידה: 16*16 | תיאור: זווית כפולה,NTM Double Elbow 16×16,NTM Fittings,🔧,77403622.jpg,,,
77404035,"זווית חיצונית NTM 25×1""",מחברי NTM,AQUATEC,,,,"מידה: 25*1"" | תיאור: זווית הברגה חיצונית","NTM Male Elbow 25×1""",NTM Fittings,🔧,77404222.jpg,,,
77404222,"זווית חיצונית NTM 16×1/2""",מחברי NTM,AQUATEC,,,,"מידה: 16*1/2"" | תיאור: זווית הברגה חיצונית","NTM Male Elbow 16×½""",NTM Fittings,🔧,77404222.jpg,,,
77404422,"זווית חיצונית NTM 16×3/4""",מחברי NTM,AQUATEC,,,,"מידה: 16*3/4"" | תיאור: זווית הברגה חיצונית","NTM Male Elbow 16×¾""",NTM Fittings,🔧,77404222.jpg,,,
77404427,"זווית חיצונית NTM 20×1/2""",מחברי NTM,AQUATEC,,,,"מידה: 20*1/2"" | תיאור: זווית הברגה חיצונית","NTM Male Elbow 20×½""",NTM Fittings,🔧,77404222.jpg,,,
77404428,"זווית חיצונית NTM 20×3/4""",מחברי NTM,AQUATEC,,,,"מידה: 20*3/4"" | תיאור: זווית הברגה חיצונית","NTM Male Elbow 20×¾""",NTM Fittings,🔧,77404222.jpg,,,
77404435,"זווית חיצונית NTM 25×3/4""",מחברי NTM,AQUATEC,,,,"מידה: 25*3/4"" | תיאור: זווית הברגה חיצונית","NTM Male Elbow 25×¾""",NTM Fittings,🔧,77404222.jpg,,,
77405035,"זווית פנימית NTM 25×1""",מחברי NTM,AQUATEC,,,,"מידה: 25*1"" | תיאור: זווית הברגה פנימית","NTM Female Elbow 25×1""",NTM Fittings,🔧,77405222.jpg,,,
77405222,"זווית פנימית NTM 16×1/2""",מחברי NTM,AQUATEC,,,,"מידה: 16*1/2"" | תיאור: זווית הברגה פנימית","NTM Female Elbow 16×½""",NTM Fittings,🔧,77405222.jpg,,,
77405422,"זווית פנימית NTM 16×3/4""",מחברי NTM,AQUATEC,,,,"מידה: 16*3/4"" | תיאור: זווית הברגה פנימית","NTM Female Elbow 16×¾""",NTM Fittings,🔧,77405222.jpg,,,
77405427,"זווית פנימית NTM 20×1/2""",מחברי NTM,AQUATEC,,,,"מידה: 20*1/2"" | תיאור: זווית הברגה פנימית","NTM Female Elbow 20×½""",NTM Fittings,🔧,77405222.jpg,,,
77405428,"זווית פנימית NTM 20×3/4""",מחברי NTM,AQUATEC,,,,"מידה: 20*3/4"" | תיאור: זווית הברגה פנימית","NTM Female Elbow 20×¾""",NTM Fittings,🔧,77405222.jpg,,,
77405435,"זווית פנימית NTM 25×3/4""",מחברי NTM,AQUATEC,,,,"מידה: 25*3/4"" | תיאור: זווית הברגה פנימית","NTM Female Elbow 25×¾""",NTM Fittings,🔧,77405222.jpg,,,
77406222,"זווית לגינה NTM 16×1/2""",מחברי NTM,AQUATEC,,,,"ייעוד: לגינה | מידה: 16*1/2"" | תיאור: זווית לגינה","NTM Garden Elbow 16×½""",NTM Fittings,🔧,77428333.jpg,,,
77407028,טי פקס NTM 20×20×20,מחברי NTM,AQUATEC,,,,מידה: 20*20*20 | תיאור: טי פיקוס,NTM PEX Tee 20×20×20,NTM Fittings,🔧,77407622.jpg,,,
77407428,"טי פנימי NTM 20×1/2""×20",מחברי NTM,AQUATEC,,,,"מידה: 20*1/2""*20 | תיאור: טי הברגה פנימית","NTM Female Tee 20×½""×20",NTM Fittings,🔧,77409222.jpg,,,
77407429,"טי חיצוני NTM 20×1/2""×20",מחברי NTM,AQUATEC,,,,"מידה: 20*1/2""*20 | תיאור: טי הברגה חיצונית","NTM Male Tee 20×½""×20",NTM Fittings,🔧,77408222.jpg,,,
77407535,טי פקס NTM 25×25×25,מחברי NTM,AQUATEC,,,,מידה: 25*25*25 | תיאור: טי פיקוס,NTM PEX Tee 25×25×25,NTM Fittings,🔧,77407622.jpg,,,
77407622,טי פקס NTM 16×16×16,מחברי NTM,AQUATEC,,,,מידה: 16*16*16 | תיאור: טי פיקוס,NTM PEX Tee 16×16×16,NTM Fittings,🔧,77407622.jpg,,,
77408222,"טי חיצוני NTM 16×1/2""×16",מחברי NTM,AQUATEC,,,,"מידה: 16*1/2""*16 | תיאור: טי הברגה חיצונית","NTM Male Tee 16×½""×16",NTM Fittings,🔧,77408222.jpg,,,
77408223,טי פקס NTM 20×16×20,מחברי NTM,AQUATEC,,,,מידה: 20*16*20 | תיאור: טי פיקוס,NTM PEX Tee 20×16×20,NTM Fittings,🔧,77407622.jpg,,,
77408428,"טי חיצוני NTM 20×3/4""×20",מחברי NTM,AQUATEC,,,,"מידה: 20*3/4""*20 | תיאור: טי הברגה חיצונית","NTM Male Tee 20×¾""×20",NTM Fittings,🔧,77408222.jpg,,,
77409222,"טי פנימי NTM 16×1/2""×16",מחברי NTM,AQUATEC,,,,"מידה: 16*1/2""*16 | תיאור: טי הברגה פנימית","NTM Female Tee 16×½""×16",NTM Fittings,🔧,77409222.jpg,,,
77409428,"טי פנימי NTM 20×3/4""×20",מחברי NTM,AQUATEC,,,,"מידה: 20*3/4""*20 | תיאור: טי הברגה פנימית","NTM Female Tee 20×¾""×20",NTM Fittings,🔧,77409222.jpg,,,
77409440,"טי NTM 3/4""",מחברי NTM,AQUATEC,,,,"מידה: 3/4"" | תיאור: טי 3/4""","NTM Tee 3/4""",NTM Fittings,🔧,77409440.jpg,,,
77409441,"טי NTM 1""",מחברי NTM,AQUATEC,,,,"מידה: 1"" | תיאור: טי 1""","NTM Tee 1""",NTM Fittings,🔧,77409440.jpg,,,
77409550,"זווית פ.פ NTM 1""",מחברי NTM,AQUATEC,,,,"מידה: 1"" | תיאור: פ.פ","NTM F-F Elbow 1""",NTM Fittings,🔧,77409561.jpg,,,
77409551,"זווית ח.פ NTM 1""",מחברי NTM,AQUATEC,,,,"מידה: 1"" | תיאור: ח.פ","NTM M-F Elbow 1""",NTM Fittings,🔧,77409561.jpg,,,
77409560,"זווית פ.פ NTM 3/4""",מחברי NTM,AQUATEC,,,,"מידה: 3/4"" | תיאור: פ.פ","NTM F-F Elbow 3/4""",NTM Fittings,🔧,77409561.jpg,,,
77409561,"זווית ח.פ NTM 3/4""",מחברי NTM,AQUATEC,,,,"מידה: 3/4"" | תיאור: ח.פ","NTM M-F Elbow 3/4""",NTM Fittings,🔧,77409561.jpg,,,
77428333,זווית 105° NTM,מחברי NTM,AQUATEC,,,,מידה: 105 | תיאור: זווית 105,NTM Elbow 105°,NTM Fittings,🔧,77428333.jpg,,,
